Key;Reasoning
aabf363d;reasoning: The input matrix features a shape created by a non-zero value, with a single cell containing a value located in the bottom left corner. In the output matrix, the shape will be replicated exactly, but the value used will be the one found in the bottom left corner. Dimensions: The input and output dimensions are same. Values: Input matrix contains 2 non zero vlaues, one to form the shape and the other which is present in the bottom left corner. Changed Values: The values present in the shape are chnaged with the value that was present in the bottom left corner of the input marix.
aba27056;Reasoning: The input contains two non-zero values, the input is copied as it is and the empty cells inside, the horizontal open end of the pattern and the diagonal cells outside till the edge of the matrix of the input pattern is filled with the value 4. Dimensions: The input and the output dimensions are the same. values: the input has one non-zero value and the output has two non-Zero values. Changed Values: The input values remains the same and the value 4 is added to the cells.
ac0a08a4e ;Reasoning: The number of grids in the output depends upon the number of grids in the input multiplied by the number of non-zero values present in the input. The non-zero values are arranged in such a order that the rows and columns should have of the same number of non-zero values present in the input and arranged in the same order as input. Dimensions: Input grids multiplied by number of non-zero values present gives the total grid size.values: the values present in the input are same as the output. Changed values: All the values and the location of non zero values are same and arranged according to the logic in 4x4 matrix for each of the input value.
ae3edfdc;There are three non zero values present in the input and the output. when there is a single non zero value it takes the centre point and the other non-zero values present in the same row and column stick to the non-zero value present in the middle. Dimensions: Output has the same dimension as the input. Values: The values present are 0,1,2,3 and 7. Changed Values: The values in the output remains the same.
ae4f1146;The output and input consist of two non-zero values. The 3x3 matrix which consists of the more value 1 and less value of 8 gives the output. Dimensions: input value is three times the output value. Values: Input and output has the same non-zero value 1 and 8. Changed values: there's no change in the values.
aedd82e4;The logic of the output is when a Non-zero value does not share a neighbouring cell it changes its value. Dimension: Dimensions remain the same as the input. Values: Input consist of a single non-zero value 2 and the output consist of Three values 1 and 2. Changed Values: the Value 1 is changed to 2 following the logic.
af902bf9;The empty cells which are cornered by cells which contains a non-zero value is filled with different non-zero value. Dimensions: The input and the output has the same dimensions. Values : input has one non-zero value 4 and 4 and 2. Changed values : the output consist of the changed value 2.
b0c4d837;The number of empty rows in between the non- zero values equals to the number non-zero values present in the output. Dimensions: input matrix varies but the output matrix remains the same 3x3 matrix. Values: Input has two non-zero values 5 and 8 and the output has just one non-zero value 8. Changed value: values are not changed but the output has a single non-zero value
b230c067;Cells that are connected to each other and are alike gets a same non-zero value and the cells which is different apart from the cells which are alike is replaced with a different value. Dimension: the dimensions remains unchanged. Values: input has a single non zero value 8 and the output has two different non zero values. Changed values: The input value 8 is changed to 1 if the cells are alike if its different it gets the value 2. 
b27ca6d3;Two cells which has the same non-zero value that are connected vertically and horizontally are surrounded by a different same non-zero value. Dimensions: the output is copied from the input as it is so they have the same dimensions. Values: input has a non-zero value 2 and the output has 2 non-zero value 2 and 3. Changed values: the value that are present already in the input remains the same but new value is added according to the logic.
b2862040;The input is copied and the cells with closed end are replaced with a different non zero value. Dimensions : The dimensions remains the same. Values: the input has one non-zero value 1 and the output has two values 1 and 8. Changed values: the value of the closed ended patterns is replaced with the value 8.
b527c5c6;The input is copied and the odd non-zero value surrounded by the non-zero value which are alike is extended till the end of the row or column its located and its surrounded by the other non-zero value. Dimensions: the dimensions remains the same. Value: Input and output has the same non-zero values 2 and 3. Changed values : values remains the same but the the number of cells of the values increases according to the logic.
b548a754;The input is copied and the pattern is extended till the row and column in which there is odd cell and the value is replaced by the pattern which existed already in the input. Dimension: Dimensions remains the same as the input. Values: input consists of Three non-zero values 4,6 and 8 and the output has only two non-zero values 4 and 6. Changed values: The value 8 has been replaced by the value 6 according to the logic.
b60334d2;The input has one non-zero value which is a reference to plot the centre in the output where the same value occupies the cells of four corners and the empty cells are filled with another value. Dimensions: input and output has the same dimensions. Values: input has the non-zero value 5 and the output has two values 1 and 5. Changed values : The input value 5 is replaced by 0 and changes its position according to the logic and the value 1 is filled in the empty cells so that it forms a square.
b6afb2da;The input is copied and the non-zero value of the input has been replaced by three of other non-zero values in the corner of the pattern, the sides and the middle part of the pattern. Dimensions: Dimensions stays the same. Values: input has a single non-zero value 5 and the output has three non-zero values 1,4 and 2. Changed Values : All the input values are changed according to the logic mentioned.
b7249182;The input has the starting point of the pattern and ends with a joined pattern of two different non-zero values. Dimensions : Dimensions are same as the input. Values: values are the same for both input and output which are 0,6 and 7. Changed values : Values doesn't change it just increases according to the logic.
b775ac94;The input is copied and the non-zero values which does not have a pattern follows the value which has a fully completed pattern. Dimensions: Dimensions remain the same. Values : the output has the non-zero values like 1,2,3,4 and 8. Changed values: Values are not changed but the number of values existed increases according to the logic.
b782dc8a;The input has three non-zero values in which one of the value is fully structured and the other two values has to be structured one after one to complete the pattern. Dimensions: Dimensions of input and output are the same. Values: Input and output has same values 0,3,4 and 8. Changed Values: Values are not changed but the existed values increase according to the logic
b8825c91;The Pattern is observed and solved according to the position of the values present in the input. Dimensions: Input and output has the same Dimensions. Values : Input has the values 1,2,4,5,6,7,8 and 9 and the output has the values 1,2,5,6,7,8 and 9. Changed values : The value 4 will be replaced with 6 and 1 based on the logic used.
b8cdaf2b;The Cells with the value 0 are replaced by a non-zero value diagonally to the pattern that's given in the input. Dimensions: Input and output has the same dimensions. Values: Both the input and output has the same non-zero values 2 and 8. Changed Values : Values doesn't change but increases according to the logic used. 
b91ae062;Input values three times gives the number of rows and columns present in the output and each non zero values are filled according to the logic. Dimensions: input is a 3x3 matrix and the Input values three times gives the number of rows and columns for the output. Values: values stays same as the input. Changed Values : Values don't change it multiples according to the logic.
b94a9452;The input pattern is interchanged and the number of grids are reduced accordingly in the output. Dimensions: Dimensions are reduced to the size of the pattern. Values: Input and Output has the same non-zero values 3 and 8. Changed Values: Values are interchanged 8 is replaced by 3 and vice versa.
b9b7f026;Input pattern which has a empty grid is the answer for the output. Dimensions: Input dimensions may vary but output is 1x1 matrix. Values: Output value is 7 since its the only value which has a empty cell in its pattern. Changed values : values are not changed.
ba26e723;The starting cell which is connected is replaced with a different value and the pattern continues for each third column cell. Dimensions: Dimensions remains the same. Values: output contains one non-zero value 4 and the output has two non-zero values 4 and 6. Changed values : Value 4 is replaced with 6 according to the logic.
ba97ae07;The grids that has the same non-zero values present in the row will be replaced with the same value as the neighbouring cells if the neighbouring cells have a different value. Dimensions: Dimensions of the output is same as the input. Values: Input and output has two non-zero values 4 and 5. Changed Values: In the input the value 4 is replaced by 5 according to the logic.
bb43febb;The input is copied as it is and the inner cells of the pattern is replaced with a different non-zero value. Dimensions: Dimensions of the output is same as the input. Values: Input has a single non-zero value 5 and the output has two non-zero values 2 and 5. Changed Values: The value 5 is replaced with the value 2 according to the reasoning logic.
bbc9ae5d;The input is copied and one non-zero value is added to each row as it increases and the number of column present in the output is total number of grids present in the row of the input divided by two. Dimensions: The number of column present in the output is total number of grids present in the row of the input divided by two. Values: The input and the output has only one non-zero value. Changed values: Values are not changed it remains the same.
bc1d5164;The non zero values in the input are accommodated closely in a 3x3 matrix and follows the same logic as the input. Dimensions: input may vary but the output remains the same as 3x3 matrix. Values: input and the output has the same non-zero value 1. Changed values : values are not changed but overlapped.
bd4472b8;The non-zero value present in the first grid of the row is filled in the first empty row and the next row is filled with the non-Zero present next cell and it goes on. Dimensions : Input and the output has the same value. Values: Values in the input is same as the output which are 0,1,2,3,4,5 and 8. Changed Values: Values are not changed but are placed in different cells according to the logic.
bda2d7a6;The pattern follows a vice-versa logic if the pattern has empty cells its filled with the non-zero value and if the values are interchanged. Dimensions: Dimensions remain the same as the input. Values: input and the output has same values 0,1 and 9. Changed values : Values are changed according to the reasoning logic.
bdad9b1f;The input is copied an the non zero values are made to intersect and the intersected cell gets a new value. Dimensions : Dimensions of the input and output are the same. Values: Input has two non-zero values 2 and 8 and the output has three non-zero values 2,4 and 8. Changed values: the intersected cell gets a new value 4 which is not present in the input.
be94b721;The pattern which has the maximum non-zero value is the output of the given input. Dimension: The dimension of the pattern which has the maximum non-zero value is the dimension of the output. Values: Input has multiple non-zero values 3,4,5 and 6 and the output has one non-zero value 3 which has the highest number of values. Changed values : values doesn't change.
beb8660c;The grids are arranged in a way in which the row which has the highest number of same non-zero value is arranged in the bottom and it goes on till it reaches the single value at the top. Dimensions: Dimension of the input and the output remains the same. Values: Values are same as the input. Changed values: Values are not changed but are placed in a different order following the logic.
c0f76784;The patterns present in the input has empty cells surrounded by no zero values, these empty cells are filled with non-zero values. Dimensions: Dimensions remain the same as the input. Values: Input has a non-zero value 5 and output has four non-zero values 5,6,7 and 8. Changed Values: The value 0 is replaced with 8 if there are more empty cells inside the pattern and 7 when it is less and 6 when its lesser.
c1d99e64;The empty rows and columns are filled with the non-zero value 2. Dimensions: Dimensions are the same for the input and the output. Values: Input has one non-zero value 4 and the output has two non-zero values 4 and 2. Changed Values: output has two non-zero values whereas input has one non-zero value.
c3f564a4;All the non-zero values are arranged diagonally and the empty cells are filled with the same logic. Dimensions: The input and the output has the same dimensions. Values : input has 0,1,2,3,4,5,6,7,8 and in the output the value 0 is replaced by the non-zero values following the logic. Changed values: 0 is replaced by the non-zero values following the logic.
c444b776; The non zero values that are scattered around the cells are replicated the same way in the empty cells present which is divided by a pattern of a non-value 4. Dimensions: Dimensions are same as the input. Values : input and output has the same non-zero values 2,3,4 and 6. Changed values:  Values are not changed.
c59eb873;The grids in the input is multiplied by 2 for the output and the non-zero values follow the same logic as the input. Dimensions: Input grids times two gives the number or grids present in the output. Values: values of input are 0,1,2,3,5,6,7 and 8. Changed values: Values are not changed they remain the same.
c8cbb738;The non zero value which occupies the maximum grids hold the centre position of the output and other non zero values scattered are brought together. Dimensions: The number of values present in the input times two gives the total number of grids in the output. Values: input and output has the same non-zero values 1,2,3,6 and 8. changed values: values are not changed.
c8f0f002;The input is copied and the value 7 is replaced by the value 5. Dimensions: Input and Output Dimensions are the same. Values: Input values are 1,7 and 8 ,and the Output values are 1,8 and 5. Changed values: The value 7 is replaced by the value 5.
c909285e;The input is copied and the pattern is observed the pattern, The pattern which is odd than other pattern is the output for the given input. In the given input the pattern which has the value 8 and the cells inside it gives the final output. Dimensions : Dimensions depend on the odd cells and the values it consist. Values: The input has the values 0,1,2,3,4 and 4 and the output has the values 2,4 and 8. Changed Values: Values are not changed.
c9e6f938;The Input rows are doubled up for the output and the no zero values are mirrored in the output. Dimension: the input has 3x3 matrix so the output will have 3x6 matrix. Values: the input and the output has same values 0 and 7. Changed values: the values don't change but it multiplies.
c9f8e694;The first column of the test input is the reference for the rest of the non-zero values present in the grid the non zero value present in the same row will get the same value of the non-zero values of the structure present in the first row. Dimensions : Dimensions remains the same as the input. Values: Both the input and output has same values 1,5,7 and 8. Changed values : The value 5 is replaced with different non-zero values according to the logic.
caa06a1f;The values forms a pattern and has one non-zero value next one and another this pattern is the output for the given input. Dimensions : Dimensions of the output is the dimension of the pattern in the input. Values: Input has the values 3,5,7 and 8 and the output has the values 5,7 and 8. changed values: value 3 is removed from the output and the other values stays the same in the output.
b190f7f5;In the given input the value 8 is the reference pattern for other non-zero values and the other non-zero values replicates the pattern. Dimension: dimensions of the output grids are two times the reference pattern. Values: input has values 0,1,2,3 and 8 and the output has the values 0,1,2 and 3. Changed values : the value 8 is removed from the output.
cbded52d;The inputs are divided in the form of 2x2 matrix when one two non-zero value in the 2x2 matrix is are same and one of the 2x2 does not follow the pattern the value of one of the non-zero value in 2x2 matrix is changed. Dimensions: Dimensions of the output is same as the dimension of the input. Values: input and the output has the same values 0,1,6 and 8. Changed Values: The value 1 is replaced by 8 and 6 according to the logic.
cce03e0d;The dimension of the output is 9x9 matrix in which the value 2 decides the position in which the pattern should be present in the output. Dimensions: output will be three times the input grids which is a 9x9 matrix. Values: values of the input and the output are the same that is 0,1 and 2. Changed values : the value 0 is replaced with the non-zero values 1 and 2 following the logic.
cdecee7f;The scattered values in the input grids are put together in the output grid column wise one after one in a 3x3 matrix. Dimensions: the output has 3x3 matrix. Values: values in the input and output are 0,1,2,3,4,5,6 and 9. Changed values : Values are not changed they remain the same but the position of the non-zero values are changed.
ce22a75a;In the input the value 5 is the centre grid of the non-zero value in the output but it is replaced with the value 1. Dimensions: Dimensions remain the same for the input as well as the output. Values : input has two values 0 and 5 and the output has 0 and 1. Changed values: the value 5 is replaced with the value 1.
ce4f8723;In the given input there are three non-zero values 1,2 and 4 in which the value 1 and 2 has a pattern of their own. in the output these two patterns are joined to form  a unique pattern which will have the value 3. Dimension: input has 9x4 dimension and the output has 4x4 dimension. Values: input has three non-zero values 1,2 and 4 but the output will have only one nonzero value that is 3. Changed values: the value 1 and 2 when combined to form a pattern its changed to the value 3.
ce602527;From the given input the value which forms a pattern and has the lesser number of grids will be the output. Dimensions : Input Dimensions may vary but the output dimensions depends upon the pattern which is right according to the logic. Values : values in the output are 6 and 3. Changed values : values are not changed.
ce9e57f2;the input is copied and the value to is replaced with the value 8 so that there are equal number of 8 and 2 in a row when it cant be divided into two the 2 value will be more than 8. Dimensions : Dimensions remain the same. Values: input has one non zero value 2 and the output has two non zero values 2 and 8. Changed values: From the following input the value 2 is being replaced with the value 8 according to the logic.
cf98881b;the pattern of the value 4 is first marked on the output cell and then the values of 9 are marked next without overlapping 4 and then then 1. Dimension: Dimension of the output is 4x4 matrix. Values: the input has 0,4,2,9 and 1 and the output has the same values as the input except the value 2 as it is only used to differentiate the pattern. Changed Values: Values are not changed but overlapped according to the logic.
d037b0a7; the input is copied and the empty cells below or above a particular non zero value is filled with the same non0zero value present creating a pattern. Dimensions: Dimensions of the input is same as the output. Values: Input and output has the same values 0,4,7 and 8. Changed values : Values are the same.
d06dbe63;the input is copied and the non zero value 5 is twice added to the top grid and the twice to the right this pattern is done till the end of the cell and vice versa for the bottom cells of the input 8. Dimensions: Dimensions are the same . Values: Input has the values 0 and 8 and the output has 0,8 and 5. Changed values: 0 is replaced by 5 according to the logic.
d07ae81c;The input is copied and the value which has lesser number of grids for a diagonal pattern without overlapping other values. Dimensions: Dimensions stays the same. Values : Input and output has the values 3,1,4 and 8. Changed values: Values 1 is overlapped over the value 3 and 4 is overlapped over the value 8 in a diagonal manner.
db93a21d;"Input is copied and the value 9 is surrounded by the value 3 this value together is connected to the value 1 from top to the end of the grid. Dimensions: Dimensions of the input and output doesn't change. Values: input has one non-zero value 9 but the output has three non zero values 1,3 and 9. Changed values: The value 9 remains the same as the output whereas the value 3 surrounded by 9, the number of grids that will be occupied by 3 is 9 divided by 2,but the value 1 will occupy the grids just the same amount like the value 9."""
d0f5fe59;Output is based on how many scattered patterns are present in the input cell, and they are arranged in a diagonal pattern. Dimensions: the input has 5 patterns so the dimension out the output will be 5x5. Values : Input and output has the same values 0 and 8. Changed values : values are not changed they remain the same.
d10ecb37;The first rows and columns of the input gives the output. Dimensions: input dimensions may vary but the output dimension will be 2x2. Values: input and output values are 9,6 and 2. Changed values: values remain the same in the same position.
d13f3404;The non-zero values will occupy the grids diagonally till the end of the grids. Dimensions: input is a 3x3 matrix and output will be 6x6 matrix. Values : values are 0,3,4 and 9 for both input and output. Changed Values: Values are not changed they remain the same.
d22278a0;The input is copied and the one row and column is skipped and the next row and column is filled with the value that is present in the corner most grid. Dimensions: Dimensions doesn't change. values: values are 0,1,4 and 8. Changed values: Values are not changed but the number of values increases according to the logic.
d23f8c26;The input is copied and the column which has either grid of same value next to each other or the row which has many non-zero values gives the output solution. Dimensions: Dimensions for input and output remains the same. Values: output has the value o,1,8 and 6. Changed Values: values are not changed.
d2abd087;input is copied and the pattern that is diagonal to each other takes the value 2 and the other pattern takes the value 1. Dimensions: Input and output has the same dimensions. values: input has 0 and 5 and the output has 0,1 and 2. Changed values: value 5 is changed into 1 and 2 according to the logic.
d364b489;the input is copied and the top grid is takes the value 2, right grid takes 6, left grid takes and the grid below the input value 1 takes 8. Dimensions: Input and the output has the same dimensions. Values: Output values are 0,1,2,6,7 and 8. Changed Values: Input value is not changed but the values 2,6,7 and 8 are added to the grid in the logic.
d43fd935 ;The input is copied and the pattern which has 2x2 of same non-zero value is identified , the non zero value located on the same row or column as the 2x2 matrix is extend till the neighbour grid of the 2x2 matrix. Dimensions:  output dimensions remain the same as the input.  Value: input and output has the value 0,3,6 and 2. Changed values : the empty grids are filled with the value 6 and 2  according to the logic.
d4469b4b;The input and output of the task demonstration is closely observed each of the non-zero value will produce a pattern in the output. Dimensions: Input dimensions may vary but the output dimension will be 3x3 matrix. Values: input has the values 0 and 1 which will produce a particular pattern with the value 5. Changed values: the values in the output will have 0 and 5.
d4a91cb9; The input value has two non-zero values scattered on the input grid both of the vales are connected with the value 4 till it intersects. Dimensions : Input and output has same dimensions. Values: output has the values 0,2 and 8. Changed Values: input values stays the same in the same position but the value 4 is added according to the logic used.
d4f3cd78;The empty cells within the pattern is filled withe value 8 and the value will reach the end of the grid through the open end of the pattern. Dimensions: output has the same dimension as the input. Values : Input has the value 0 and 5 output has the value 0,5 and 8. Changed values: 0 values inside the pattern and open end till the end of the grid will get replaced by the value 8.
d511f180;The value 8 and 5 will interchange its position. Dimension: output has the same dimension as the input. Values : Input and output has the same value 1,3,8,7,5,6 and 9. Changed values: The value 8 and 5 will interchange its position.
d5d6de2d;The value 2 forms a closed pattern which has empty cells in between these empty cells are replaced with the value 3 in the output without the input value. Dimensions: Input and output has the same dimensions. Values: Input has the values 0 and 2 but the output has the values 0 and 3. Changed values: The 0 value inside the input patten will be denoted as the value 3.
d631b094;The input is observed and the number of non-zero values will present in the input will be the output, there are five 4 values in the given input so the output will have 1x5 matrix with all the grids filled with the value 4. Dimensions: Output dimensions depend upon the values present inn the input that is 1x5. Values: Input has the value 0 and 4 output has the value 4 only. Changed values: Values doesn't change.
d687bc17;The scattered values inside the grids which is surrounded by a pattern of non-zero values will take the closest grid of the same non-zero value pattern. Dimensions: Dimensions of the input and the output are the same. Values: Input values may vary output values are 0,1,2,4 and 8. Changed values : Values other than are 0,1,2,4 and 8 are replaced by 0.
d6ad076f;The input has two patterns which are of different values they are connected by a different non zero value in the output. in the given output the value 2 and 1 has a pattern in which 2 has 6 columns so the value connecting 2 and 1 will have 3 columns and rows till it connects both the pattern. Dimensions: Input and output has the same dimensions. Values: input has values 0,1 and 2 ,and the output has 0,1,2 and 8. Changed Values:the 0 values between the pattern of values 1 and 2 are replaced by the value 8.
d89b689b; The input has multiple non zero values in different grids but the centre cell has 2x2 matrix of the value 8 that is replace with the values scattered among the input grids according to their placement. Dimensions: Input and output has the Dimensions. Values : Input has the values 0,8,3,4,6 and 7 in which the value 8 is replaced by other values according to the logic. Changed values : value 8 is replaced with other values according to the logic.
d8c310e9;The input pattern repeats throughout till the end of the grids, the empty and unfinished grids are filled like the previous pattern . Dimensions: Input and output has same dimensions. Values : input and output has same values 0,3,2 and 6. Changed values : values remains the same and the empty cells are filled following the reasoning logic.
d90796e8;In the input where there is the value of 3 and 2 present next to each other is replaced with the value 4. Dimensions: Input and output has the same dimensions. Values: Input and output has same values 0,2,3 and 5.Changed values: Grids with have the value 3 and 2 present next to each other will be replaced by 5.
d9f24cd1;In the input there are two non-zero values 2 and 5, The value 5 will not change its position or doesn't increase its grids whereas the value 2 will grow till the end of the grid from bottom to the top, when it meets the grid where 5 is present it moves to a cell to its right and continue growing. Dimensions: Input and output has the same dimensions. Values: The input and output has the same values 0,2 and 5. Changed Values: input values stays the same but the number of value 2 increases following the reasoning logic.
d9fac9be;Output is a single cell of the value 4 which is present outside the pattern and also seen inside the pattern. Dimensions : Input dimensions vary but the output dimension will be a 1x1 matrix. Values: Input has three values 0,1 and 4, and the output has the value 4 in the 1x1 matrix. Changed values: Values are not changed.
dae9d2b5;Input has two different non-zero values forming a pattern, the output is when both these pattern connects and given a different value. Dimensions: Input Dimensions may vary but the output dimension will remain as 3x3 matrix. values: input has the non-zero values 4 and 3 but the output will have one value 6. Changed values: values 4 and 3 is changed into the value 6 in the output.
db3e9e38;Input is copied and the column on the both sides of the value present in the input will be filed with the value 8 one grid lesser than 7 filled from top to bottom and the next column will be filled by the value 7 and it goes on. Dimensions: Dimensions will be the same for the input and the output. Values: Output will have the values 0,7 and 8. Changed values:  values in the input doesn't change but the value 8 will be added following the Reasoning logic.
dbc1a6ce;Input is copied an the non-zero value 1 present in the same row or column will be connected together with the value 8. Dimensions: Input and output has the same dimensions. Values: Input has the value 0 and 1 , output has values 0,1 and 8. Changed values: input values doesn't change but the value 8 is added to the output grids according to the reasoning logic.
dc1df850;Input is copied and the grids around the value 2 will be replaced with the value 1. Dimensions: Dimensions remain the same for the input and the output. Values: Input has the values 0,2 and 7 and the output has the values 0,2,7 and 1. Changed values: The grids around the value 2 will get the value 1 forming a square shape.
dc433765;The input is copied, the value 4 remains in the same place and the value 3 moves one row down in the output. Dimensions: Dimensions stays the same for the output. Values : input and output has the same values 0,3 and 4. Changed values : Value 4 remains in the same place and the value 3 moves one row down.
ddf7fa4f;The input has patterns of same value 5 these are replaced by the value which is present linear to them. Dimensions: input and output dimensions are the same. Values: in the input value 5 is replaced by the non-zero values 3,6 and 9. Changed values : Value 5 is replaced by other values present in the input following the reasoning logic.
de1cd16c;The input is observed and each of the non-zero values has a pattern and there are values  4 scattered inside each pattern and the pattern which has highest number of the value 4 gives the output solution. Dimensions: Input dimensions vary and the output value has the dimension 1x1 matrix. Values: Input has values 1,2,3,4 and 8 and the output has only one value 2. Changed values: Values doesn't change.
ded97339;The Input is copied and the empty cells between two non-zero values present in the same row or column is filled with the same non-zero value. Dimension : Dimensions of input is same as the output. Values: Input and output has the same values 0 and 8. Changed values : the 0 values between two cells of the same non-zero value is connected and replaced by the value 8.
e179c5f4;The value 1 is filled in the cells that are diagonal from left to right from the bottom to the top and the empty cells are filled with the value 8. Dimensions: Output takes the value of the input. Values: Input has the value 0 and 1 , and the output has the value 1 and 8. Changes values: The o values are replaced by the values 1 and 8 following the reasoning logic.
e21d9049;The input is copied and its pattern is observed and the non0zero values are repeated in the row and column wise. Dimensions: Input and the output has the same dimensions. Values: Input and output has the same values 0,1,2,3 and 4 . Changed values : The values in the input remains the same but its placed in the position of the reasoning logic.
e26a3af2; Input is copied and the pattern is observed values 1,2,8,4 and 3 form a pattern and the other non zero values which is present in the pattern is eliminated and replaced with the same non0zero value as the pattern. Dimensions:  Input and the output has the same dimensions. Values : Values in the output will be 1,2,8,4 and 3 other values in the input will be eliminated. Changed values: the values inside the pattern which is not same as the neighbouring grid will be removed and replaced with the same value of the neighbouring grid.
e3497940;The input is observed the value 5 divides the two pattern the output solution should contain the values that are merged when its brought together rejecting the value 5. Dimensions : The half of the input dimension is the output dimension. Values: Values in the output will be 0,1 and 6. Changed values: values stays the same but the position of the values are placed according to the reasoning logic.
e48d4e1a;The input is copied and the value 2 is observed and it is replicated in the grids where there is 0 and can accommodate the same pattern in the input. Dimensions: Input and output has the same dimensions. Values: Input and output has the same values 0,2 and 5. Changed values: Values are not changed.
e509e548;The input is copied and the pattern which has the lesser number of grids will get the value 1, the second least pattern will get the value 2 and the pattern with highest number of grids will get the value 6. Dimensions: Dimensions will stay the same for the input and the output. Values : output will have four values 0,1,2 and 6. Changed values: The value 3 is replaced by 1,6 and 2 following the reasoning logic.
e50d258f;The input patterns are observed and the pattern which has the lesser grids of the value 1 will be the output solution. Dimensions: dimension of the output is 4x4 matrix. Values: values present in the output are 1,2 and 8. Changed values : Values doesn't not change.
e6721834;The scattered values in one among the two big pattern is observed and in the other big pattern the scattered value is checked and in the output we interchange the value of big pattern and replicate the values of scattered non-zero value pattern along with the pattern it is located in. Dimensions: output grid will have the dimension 12x12 matrix. Values: Values in the output are 4,1 and 8. Changed values: Values does not change.
e73095fd;The input is copied and the 0 values of 1x1, 1x2, 2x3 and 2x3 matrix surrounded by the value 5 are filled with the value 4. Dimensions: input and the output has the same dimensions. Values: output has values 0,4 and 5. Changed values : the empty grids inside the pattern of the value 5 will get the value 4.
e76a88a6;The input is copied and the pattern which has the values 4 and 1 will be replicated in the patterns which has the value 5. Dimensions: The input and the output has the same dimensions . Values: output will have the values 0,1 and 4. Changed values : The value 5 from the input will be replaced by the value 1 and 4 in the output.
e8593010;The input is copied and the cells where there is a single zero value will be replaced by the value 3, the cells where there are 2 zero values surrounded by the value 5 will be replaced by the value 2 and the zero value cells of 3 will be replaced by the value 1. Dimensions: Input and output dimensions will be the same. values : Output has the values 1,2,3 and 5. Changed Values: cells where there is a single zero value will be replaced by the value 3, the cells where there are 2 zero values surrounded by the value 5 will be replaced by the value 2 and the zero value cells of 3 will be replaced by the value 1.
e8dc4411;"The input is copied an the 0 valued cells are the reference pattern for the value 6 and it makes the pattern diagonally in the direction it is present. Dimensions: Dimensions of the input and output are the same.values : Values present in the output are 0,3 and 6. Changed valued: The value 3 is replaced by the value 6 following the reasoning logic."" "
e9614598;The input is copied and the centre grid between the value cells of the value 1 is identified and the value 3 is filled in pattern centre, to the right, to the left and one to the bottom. Dimensions: Input and output has the same dimensions. Values: output values are 0,1 and 3. Changed values: the value 0 is replaced by 3 following the reasoning logic.
e98196ab;The input is observed the value 5 divides the two pattern the output solution should contain the values that are merged when its brought together rejecting the value 5. Dimensions : The half of the input dimension is the output dimension. Values: Values in the output will be 0,1 and 8. Changed values: values stays the same but the position of the values are placed according to the reasoning logic.
e9afcf9a;The first grid of the first and second row stays the same and the next grids in both the row changes its value. Dimensions: input and output has the same dimensions. Values: input and output has same values 2 and 6. Changed values: The first grid of the first and second row stays the same and the next grids in both the row changes its value.
ea32f347;The non-zero values with lesser number of grids will have the value 2 and the grids with more grids will get the value 4 and the grids with most number of grids will get the value 1. Dimensions: Input and output dimensions are the same. Value: output will have the value 0,1,2 and 4. The value 5 in the input will be replaced with the value 1,2 and 4.
ea786f4a;The input is copied and the zero value is placed diagonally till the end of the grids. Dimensions: Input and output has the same dimensions. Values: Input and the output has the same values 0 and 6. Changed values: value 6 is replaced by 0 diagonally in all directions. 
eb281b96;The input is closely observed and the pattern is replicated diagonally through out the grids. Dimensions: The column of the input into three times gives the total number of columns in the output grid the rows count remain the same. Values: Input and output values are the same that are 0 and 3. Changed values: Values remain the same.
eb5a1d5d;The pattern is closely observed and the output follows the same pattern but the non-zero values will occupy only one row and column. Dimensions: the input and output has different dimensions. Values: Input and output has the same dimensions 2,8,3 and 1. Changed values: Values doesn't change.
ec883f72;The input is copied the input has two non-zero values 3 and 4 the value 4 will be placed diagonally from the value 3 at the bottom of the pattern. Dimensions: Input and output has the same dimensions. Values: The values of the input and output has the same value 0,3 and 4. Changed values : The values doesn't change.
ecdecbb3;The input is copied the values non-zero values 2 and 8 are present. the value 2 present in the same row as the value is present is connected and the value 8 on the same row will be replaced by 2 and the 0 values surrounded by the replaced 2 value will get the value 8 and the rest of the grids remain the same. Dimensions: Dimensions of the input and output stays the same. Values: input and output has the same values 0,2 and 8. Changed values : The 0 values and the value 8 which is present in the same row as 2 will get the value 2 and the replaced 2 value will surrounded by the value 8. 
ed36ccf7;The input pattern is closely observed and the output will be the input rotated into clockwise direction. Dimensions: Dimensions of the input and output will stay the same. Values: Input and the output will have the same values 0 and 5. Changed values: Values are changed according to the reasoning logic.
ef135b50;The input is copied and the 0 values between each pattern of the value 2 will be replaced with the value 9. Dimensions: Input and output has the same dimensions. Values : The output has two non-zero values 2 and 9. Changed values: The zero values between each pattern which has the value 2 will be replaced by the value 9 
f15e1fac;The input is copied and the value 8 will extend till the end of the grid when the value 8 meets with row or column where the value 2 is present it moves to the next cell and it extends till the end of the grids. Dimensions: The input and output has the same dimensions. Values: The input and output has the same value 0,2 and 8. Changed values: values are not change. 
f1cefba8;The input is copied and the value 8 present in the pattern surrounding 1 will be  1 and the neighbouring cell with the value a´8 will also be replaced, the empty cells outside the replaced values will get the value 8. Dimensions: Input and output has the same dimensions. Values: input and output has the same values 0,1 and 8. Changed values the values 8 will be replaced by 1 and the empty grids will get the value 8 following the reasoning logic.
